sale_price,on_sale,sku
2370.00,,1213674-013
2370.00,,1213674-014
2370.00,,1213674-015
2370.00,,1213674-016
2362.50,,1120454-005
2362.50,,1164093-557
2362.50,,1164093-560
2362.50,,1164094-557
2362.50,,1164094-560
2362.50,,1237359-557
2362.50,,1237359-560
2362.50,,1237406-554
2362.50,,1237406-557
2362.50,,1237406-560
2362.50,,1242989-2896
2362.50,,1242989-2897
2362.50,,1285524-005
2362.50,,1288755-670
2362.50,,1330175-005
2358.75,,1233777-666
2358.75,,1251839-010
2358.75,,1251839-011
2358.75,,1251839-012
2358.75,,1251839-013
2358.75,,1251839-014
2355.00,,1245700-005
2355.00,,1281790-011
2355.00,,1281790-012
2355.00,,1281790-013
2355.00,,1281790-014
2355.00,,1281790-015
2347.50,,1084507-009
2347.50,,1084507-010
2347.50,,1084507-011
2347.50,,1084507-012
2347.50,,1084507-013
2347.50,,1084507-014
2347.50,,1084507-015
2347.50,,1228143-305
2347.50,,1228143-311
2347.50,,1256656-011
2347.50,,1256656-012
2347.50,,1256656-013
2347.50,,1280723-005
2347.50,,1303768-010
2347.50,,1303768-011
2347.50,,1303768-012
2347.50,,1303768-013
2343.75,,1206742-005
2340.00,,1303308-011
2340.00,,1303308-012
2340.00,,1303308-013
2340.00,,1303484-011
2340.00,,1303484-012
2340.00,,1303484-013
2332.50,,1242986-2819
2332.50,,1242986-2822
2332.50,,1287338-010
2332.50,,1287338-011
2332.50,,1287338-012
2332.50,,1287338-013
2332.50,,1287338-014
2332.50,,1287338-015
2328.75,,1216499-005
2328.75,,1313027-666
2328.75,,1313027-670
2328.75,,1313041-005
2325.00,,1201299-005
2325.00,,1202935-009
2325.00,,1202935-010
2325.00,,1202935-011
2325.00,,1202935-012
2325.00,,1202962-010
2325.00,,1202962-011
2325.00,,1202962-012
2325.00,,1202962-013
2325.00,,1202962-014
2325.00,,1202962-015
2325.00,,1202962-016
2325.00,,1237582-005
2325.00,,1240812-011
2325.00,,1240812-012
2325.00,,1240812-013
2325.00,,1240812-014
2325.00,,1255369-009
2325.00,,1255369-010
2325.00,,1255369-011
2325.00,,1255369-012
2325.00,,1255369-013
2325.00,,1255369-014
2325.00,,1263719-011
2325.00,,1263719-012
2325.00,,1263719-013
2325.00,,1263719-014
2325.00,,1292484-670
2325.00,,1296777-005
2325.00,,1300290-005
2325.00,,1302448-005
2325.00,,1316589-666
2325.00,,1316589-670
2325.00,,1316591-666
2325.00,,1316591-670
2321.25,,1182298-011
2321.25,,1182298-012
2321.25,,1182298-013
2321.25,,1182298-014
2321.25,,1240499-005
2321.25,,1245711-005
2317.50,,1189403-011
2317.50,,1189403-012
2317.50,,1189403-013
2317.50,,1189403-014
2317.50,,1189403-015
2317.50,,1304038-010
2317.50,,1304038-011
2317.50,,1304038-012
2317.50,,1304038-013
2317.50,,1304048-011
2317.50,,1304048-012
2317.50,,1304048-013
2317.50,,1304048-014
2317.50,,1307122-010
2317.50,,1307122-011
2317.50,,1307122-012
2317.50,,1307122-013
2317.50,,1307122-014
2313.75,,1221140-009
2313.75,,1221140-010
2313.75,,1221140-011
2313.75,,1221140-012
2313.75,,1221140-013
2313.75,,1221140-014
2310.00,,1205525-005
2310.00,,1205537-005
2307.00,,1217455-011
2307.00,,1217455-012
2307.00,,1217455-013
2307.00,,1217455-014
2307.00,,1217455-015
2307.00,,1217455-016
2306.25,,1283388-010
2306.25,,1283388-011
2306.25,,1283388-012
2306.25,,1283388-013
2300.63,,1256295-011
2300.63,,1256295-013
2300.63,,1256295-015
2300.63,,1256295-017
2287.50,,1116315-666
2287.50,,1116315-670
2287.50,,1130454-005
2287.50,,1218084-011
2287.50,,1218084-012
2287.50,,1218084-013
2287.50,,1218084-014
2287.50,,1256435-005
2287.50,,1276020-010
2287.50,,1276020-011
2287.50,,1276020-012
2287.50,,1276020-013
2287.50,,1284576-010
2287.50,,1284576-011
2287.50,,1284576-012
2287.50,,1284576-013
2287.50,,1286535-666
2287.50,,1286535-670
2280.00,,1291032-670
2280.00,,1318007-670
2276.25,,1124435-005
2276.25,,1256366-005
2276.25,,1256369-005
2276.25,,1256371-005
2276.25,,1256374-005
2276.25,,1256377-005
2276.25,,1256379-005
2276.25,,1256382-005
2276.25,,1285961-005
2276.25,,1285988-005
2276.25,,1285989-005
2276.25,,1304604-005
2276.25,,1304605-005
2276.25,,1304606-005
2268.75,,1213121-005
2268.75,,1292179-011
2268.75,,1292179-012
2268.75,,1292179-013
2268.75,,1292179-014
2268.75,,1292179-015
2268.75,,1292179-016
2268.75,,1292179-017
2268.75,,1292179-018
2268.75,,1339178-005
2265.00,,1258349-010
2265.00,,1258349-011
2265.00,,1258349-012
2265.00,,1258349-013
2265.00,,1258349-014
2265.00,,1258349-015
2265.00,,1258349-016
2265.00,,1258349-017
2261.25,,1191479-005
2257.50,,1218083-010
2257.50,,1218083-011
2257.50,,1218083-012
2257.50,,1218083-013
2257.50,,1218083-014
2250.00,,1183540-010
2250.00,,1183540-011
2250.00,,1183540-012
2250.00,,1183540-013
2250.00,,1183540-014
2250.00,,1183540-015
2250.00,,1227828-005
2250.00,,1265674-229
2250.00,,1265674-231
2250.00,,1271149-005
2250.00,,1326024-005
2246.25,,1189486-005
2246.25,,1200437-005
2246.25,,1232225-005
2246.25,,1242594-005
2246.25,,1242595-005
2246.25,,1260463-005
2246.25,,1260464-005
2246.25,,1260465-005
2246.25,,1260467-005
2246.25,,1316496-005
2246.25,,1316497-005
2246.25,,1316498-005
2242.50,,1285190-010
2242.50,,1285190-012
2242.50,,1285190-014
2242.50,,1301279-010
2242.50,,1301279-011
2242.50,,1301279-012
2242.50,,1301279-013
2242.50,,1301279-014
2242.50,,1312479-010
2242.50,,1312479-011
2242.50,,1312479-012
2242.50,,1312479-013
2242.50,,1312479-014
2242.50,,1312479-015
2242.50,,1312479-016
2235.00,,1061979-009
2235.00,,1061979-010
2235.00,,1061979-011
2235.00,,1061979-012
2235.00,,1061979-013
2235.00,,1061979-014
2235.00,,1061979-015
2235.00,,1276206-010
2235.00,,1276206-012
2235.00,,1276206-013
2235.00,,1276206-014
2235.00,,1276206-015
2235.00,,1303204-010
2235.00,,1303204-011
2235.00,,1303204-012
2235.00,,1303204-013
2235.00,,1303204-014
2235.00,,1303204-015
2235.00,,1303204-016
2231.25,,1240470-005
2227.50,,1223073-2896
2227.50,,1223073-2897
2227.50,,1223074-2896
2227.50,,1223074-2897
2227.50,,1240250-011
2227.50,,1240250-012
2227.50,,1240250-013
2227.50,,1240250-014
2227.50,,1247064-005
2227.50,,1247065-005
2227.50,,1248758-005
2216.25,,1280969-005
2212.50,,1187710-005
2212.50,,1237401-2820
2212.50,,1237401-2824
2212.50,,1289592-009
2212.50,,1289592-010
2212.50,,1289592-011
2212.50,,1289592-012
2212.50,,1289592-013
2212.50,,1289592-014
2212.50,,1289602-010
2212.50,,1289602-011
2212.50,,1289602-012
2212.50,,1289602-013
2212.50,,1289602-014
2212.50,,1299939-005
2212.50,,1319724-005
2208.75,,1317228-005
2205.00,,1206735-005
2205.00,,1284503-011
2205.00,,1284503-012
2205.00,,1284503-013
2205.00,,1284503-014
2197.50,,1218498-662
2197.50,,1218498-666
2197.50,,1218498-670
2197.50,,1228135-005
2190.00,,1256766-2819
2190.00,,1256766-2822
2182.50,,1263732-011
2182.50,,1263732-012
2182.50,,1263732-013
2182.50,,1265782-005
2178.75,,1318716-005
2178.00,,1265036-010
2178.00,,1265036-011
2178.00,,1265036-012
2178.00,,1265036-013
2178.00,,1265036-015
2175.00,,1104776-009
2175.00,,1104776-010
2175.00,,1104776-011
2175.00,,1104776-012
2175.00,,1104776-013
2175.00,,1104776-014
2175.00,,1104776-015
2175.00,,1218499-005
2175.00,,1227846-005
2175.00,,1271147-005
2175.00,,1283389-010
2175.00,,1283389-011
2175.00,,1283389-012
2175.00,,1283389-013
2175.00,,1287627-005
2171.25,,1098129-005
2171.25,,1109775-010
2171.25,,1109775-011
2171.25,,1109775-014
2171.25,,1295689-010
2171.25,,1295689-011
2171.25,,1295689-012
2171.25,,1295689-013
2171.25,,1295689-014
2171.25,,1295689-015
2171.25,,1295689-016
2167.50,,1197571-009
2167.50,,1197571-010
2167.50,,1197571-011
2167.50,,1197571-012
2167.50,,1197571-013
2167.50,,1197571-014
2167.50,,1197572-009
2167.50,,1197572-010
2167.50,,1197572-011
2167.50,,1197572-012
2167.50,,1197572-013
2167.50,,1197572-014
2167.50,,1214627-005
2167.50,,1301261-009
2167.50,,1301261-010
2167.50,,1301261-011
2167.50,,1301261-012
2167.50,,1301261-013
2167.50,,1301261-014
2167.50,,1301261-015
2167.50,,1301264-009
2167.50,,1301264-010
2167.50,,1301264-011
2167.50,,1301264-012
2167.50,,1301264-013
2167.50,,1312485-011
2167.50,,1312485-012
2167.50,,1312485-013
2167.50,,1312485-014
2167.50,,1312485-015
2163.75,,1243885-011
2163.75,,1243885-012
2163.75,,1243885-013
2163.75,,1243885-014
2163.75,,1309295-005
2163.75,,1313135-670
2152.50,,1138892-010
2152.50,,1138892-011
2152.50,,1138892-012
2152.50,,1138892-013
2152.50,,1138892-014
2152.50,,1138892-015
2152.50,,1138892-016
2148.75,,1254582-010
2148.75,,1254582-011
2148.75,,1254582-012
2148.75,,1254582-013
2148.75,,1254582-014
2148.75,,1254582-015
2148.75,,1254592-010
2148.75,,1254592-011
2148.75,,1254592-012
2148.75,,1254592-013
2148.75,,1254592-014
2148.75,,1254592-015
2148.75,,1288371-011
2148.75,,1288371-012
2148.75,,1288371-013
2148.75,,1288371-014
2148.75,,1288371-015
2148.75,,1288371-016
2145.00,,1084512-009
2145.00,,1084512-010
2145.00,,1084512-011
2145.00,,1084512-012
2145.00,,1084512-013
2145.00,,1287850-666
2145.00,,1287850-670
2141.25,,1178582-666
2141.25,,1178582-670
2137.50,,1183541-010
2137.50,,1183541-011
2137.50,,1183541-012
2137.50,,1183541-013
2137.50,,1183541-014
2137.50,,1227824-005
2137.50,,1227825-005
2137.50,,1227826-005
2137.50,,1227827-005
2137.50,,1227855-005
2137.50,,1236937-005
2137.50,,1236942-005
2137.50,,1278272-009
2137.50,,1278272-010
2137.50,,1278272-011
2137.50,,1278272-012
2137.50,,1278272-013
2137.50,,1281854-010
2137.50,,1281854-011
2137.50,,1281854-012
2137.50,,1281854-013
2137.50,,1281854-014
2137.50,,1281875-010
2137.50,,1281875-011
2137.50,,1281875-012
2137.50,,1281875-013
2137.50,,1281875-014
2137.50,,1285428-010
2137.50,,1285428-011
2137.50,,1285428-012
2137.50,,1285428-013
2137.50,,1285430-010
2137.50,,1285430-011
2137.50,,1285430-012
2137.50,,1285430-013
2137.50,,1291582-010
2137.50,,1291582-011
2137.50,,1291582-012
2137.50,,1291582-013
2137.50,,1291582-014
2137.50,,1291582-015
2133.75,,1221135-009
2133.75,,1221135-010
2133.75,,1221135-011
2133.75,,1221135-012
2133.75,,1221135-013
2133.75,,1221135-014
2133.75,,1221135-015
2133.75,,1240640-010
2133.75,,1240640-011
2133.75,,1240640-012
2133.75,,1240640-013
2133.75,,1285512-005
2133.75,,1303779-010
2133.75,,1303779-011
2133.75,,1303779-012
2133.75,,1303779-013
2133.75,,1303779-014
2133.75,,1303779-015
2130.00,,1297234-011
2130.00,,1297234-012
2130.00,,1297234-013
2130.00,,1297234-014
2130.00,,1308860-005
2130.00,,1308861-005
2130.00,,803128-009
2130.00,,803128-010
2130.00,,803128-011
2130.00,,803128-012
2130.00,,803128-013
2130.00,,803128-014
2130.00,,803128-015
2126.25,,1196452-005
2126.25,,1261126-005
2122.50,,1292691-2816
2122.50,,1292691-2818
2122.50,,1292691-2819
2122.50,,1292691-2822
2118.75,,1138891-010
2118.75,,1138891-011
2118.75,,1138891-012
2118.75,,1138891-013
2118.75,,1138891-014
2118.75,,1138891-015
2118.75,,1138891-016
2118.75,,1198194-008
2118.75,,1198194-009
2118.75,,1198194-010
2118.75,,1198194-011
2118.75,,1198194-012
2118.75,,1198194-013
2118.75,,1198194-014
2118.75,,1198194-015
2118.75,,1198194-016
2118.75,,1241281-005
2118.75,,1276333-011
2118.75,,1276333-012
2118.75,,1276333-013
2115.00,,1207978-011
2115.00,,1207978-012
2115.00,,1207978-013
2115.00,,1207978-014
2115.00,,1207978-015
2115.00,,1263718-011
2115.00,,1263718-012
2115.00,,1263718-013
2115.00,,1263718-014
2115.00,,1317243-005
2111.25,,1285609-005
2107.50,,1205584-005
2103.75,,1321607-005
2100.00,,1043356-662
2100.00,,1043356-666
2100.00,,1043356-670
2100.00,,1116984-008
2100.00,,1116984-009
2100.00,,1116984-010
2100.00,,1116984-011
2100.00,,1116984-012
2100.00,,1116984-013
2100.00,,1116984-014
2100.00,,1116984-015
2100.00,,1116984-016
2100.00,,1124434-005
2100.00,,1240433-010
2100.00,,1240433-011
2100.00,,1240433-012
2100.00,,1240433-013
2100.00,,1240433-014
2100.00,,1240433-015
2100.00,,1255373-009
2100.00,,1255373-010
2100.00,,1255373-011
2100.00,,1255373-012
2100.00,,1255373-013
2100.00,,1255373-014
2100.00,,1255373-015
2100.00,,1285962-005
2100.00,,1285963-005
2100.00,,1299941-005
2100.00,,1317901-005
2096.25,,1169647-010
2096.25,,1169647-011
2096.25,,1169647-012
2096.25,,1169647-013
2096.25,,1169647-014
2096.25,,1206488-010
2096.25,,1206488-011
2096.25,,1206488-012
2096.25,,1206488-013
2096.25,,1206488-014
2096.25,,1240632-009
2096.25,,1240632-010
2096.25,,1240632-011
2096.25,,1240632-012
2096.25,,1240632-013
2096.25,,1303110-010
2096.25,,1303110-011
2096.25,,1303110-012
2096.25,,1303110-013
2092.50,,1303207-009
2092.50,,1303207-010
2092.50,,1303207-011
2092.50,,1303207-012
2092.50,,1303207-013
2092.50,,1303207-014
2088.75,,1280717-005
2088.00,,1198120-011
2088.00,,1198120-012
2088.00,,1198120-014
2085.00,,1188709-005
2085.00,,1289099-009
2085.00,,1289099-010
2085.00,,1289099-011
2085.00,,1289099-012
2085.00,,1289099-013
2085.00,,1289099-014
2085.00,,1289099-015
2081.58,,869105-010
2081.58,,869105-011
2081.58,,869105-012
2081.58,,869105-013
2081.58,,869105-014
2081.58,,869105-015
2077.50,,1228830-005
2077.50,,1251862-009
2077.50,,1251862-010
2077.50,,1251862-011
2077.50,,1251862-012
2077.50,,1251862-013
2077.50,,1251862-014
2077.50,,1251862-015
2077.50,,1287344-010
2077.50,,1287344-011
2077.50,,1287344-012
2077.50,,1287344-013
2077.50,,1287344-014
2077.50,,1287344-015
2070.00,,1155143-005
2070.00,,1232954-005
2070.00,,1235020-005
2066.25,,1242619-010
2066.25,,1242619-011
2066.25,,1242619-012
2066.25,,1242619-013
2066.25,,1242619-014
2066.25,,1242619-015
2066.25,,1242619-016
2062.50,,1240168-010
2062.50,,1240168-011
2062.50,,1240168-012
2062.50,,1240168-013
2062.50,,1240168-014
2062.50,,1241276-005
2062.50,,1241277-005
2062.50,,1241278-005
2062.50,,1241279-005
2062.50,,1241280-005
2062.50,,1256399-005
2062.50,,1256401-005
2062.50,,1256403-005
2062.50,,1256677-011
2062.50,,1256677-012
2062.50,,1256677-013
2062.50,,1256677-014
2062.50,,1256682-010
2062.50,,1256682-011
2062.50,,1256682-012
2062.50,,1256682-013
2062.50,,1284505-011
2062.50,,1284505-012
2062.50,,1284505-013
2062.50,,1284505-014
2062.50,,1285971-005
2062.50,,1285981-005
2062.50,,1285986-005
2062.50,,1285987-005
2062.50,,1292178-011
2062.50,,1292178-012
2062.50,,1292178-013
2062.50,,1292178-014
2062.50,,1292178-015
2062.50,,1292178-016
2062.50,,1292178-017
2062.50,,1292178-018
2062.50,,1304611-005
2062.50,,1304612-005
2062.50,,1304613-005
2062.50,,1304614-005
2058.75,,1206482-010
2058.75,,1206482-011
2058.75,,1206482-012
2058.75,,1206482-013
2058.75,,1206482-014
2058.75,,1206482-015
2058.75,,1206784-005
2058.75,,1256419-005
2055.00,,1178284-005
2055.00,,1287396-012
2055.00,,1287396-013
2055.00,,1287396-014
2055.00,,1287396-015
2055.00,,1287396-017
2055.00,,1287396-018
2055.00,,1292103-011
2055.00,,1292103-012
2055.00,,1292103-013
2055.00,,1292103-014
2055.00,,1292103-015
2055.00,,1292103-016
2051.25,,1219184-009
2051.25,,1219184-010
2051.25,,1219184-011
2051.25,,1219184-012
2051.25,,1219184-013
2051.25,,1219184-014
2051.25,,1219184-015
2043.75,,1275285-011
2043.75,,1275285-012
2043.75,,1275285-013
2043.75,,1275285-014
2043.75,,1275285-015
2040.00,,1105846-005
2040.00,,1106903-005
2040.00,,1106917-005
2040.00,,1106921-005
2040.00,,1137817-005
2040.00,,1237576-005
2040.00,,1298041-011
2040.00,,1298041-012
2040.00,,1298041-013
2040.00,,1298041-014
2036.25,,1243884-024
2036.25,,1243884-025
2036.25,,1243884-027
2036.25,,919546-005
2032.50,,1185312-005
2032.50,,1244829-2816
2032.50,,1244829-2819
2032.50,,1244956-2819
2025.00,,1155009-009
2025.00,,1155009-010
2025.00,,1155009-011
2025.00,,1155009-012
2025.00,,1155009-013
2025.00,,1155009-014
2025.00,,1155009-015
2025.00,,1155010-009
2025.00,,1155010-010
2025.00,,1155010-011
2025.00,,1155010-012
2025.00,,1155010-013
2025.00,,1155010-014
2025.00,,1155010-015
2025.00,,1155011-009
2025.00,,1155011-010
2025.00,,1155011-011
2025.00,,1155011-012
2025.00,,1155011-013
2025.00,,1155011-014
2025.00,,1155011-015
2025.00,,1155012-009
2025.00,,1155012-010
2025.00,,1155012-011
2025.00,,1155012-012
2025.00,,1155012-013
2025.00,,1155012-014
2025.00,,1155012-015
2025.00,,1155018-009
2025.00,,1155018-010
2025.00,,1155018-011
2025.00,,1155018-012
2025.00,,1155018-013
2025.00,,1155018-014
2025.00,,1155018-015
2025.00,,1155035-009
2025.00,,1155035-010
2025.00,,1155035-011
2025.00,,1155035-012
2025.00,,1155035-013
2025.00,,1155035-014
2025.00,,1155035-015
2025.00,,1155037-009
2025.00,,1155037-010
2025.00,,1155037-011
2025.00,,1155037-012
2025.00,,1155037-013
2025.00,,1155037-014
2025.00,,1155037-015
2025.00,,1277076-010
2025.00,,1277076-011
2025.00,,1277076-012
2025.00,,1277076-013
2025.00,,1277076-014
2025.00,,1289601-009
2025.00,,1289601-010
2025.00,,1289601-011
2025.00,,1289601-012
2025.00,,1289601-013
2025.00,,1289601-014
2025.00,,1302449-2812
2025.00,,1302449-2813
2025.00,,1302449-2814
2025.00,,1302449-2815
2025.00,,1302449-2816
2025.00,,1302449-2819
2025.00,,1302449-2822
2021.25,,1204438-011
2021.25,,1204438-012
2021.25,,1204438-013
2021.25,,1204438-014
2021.25,,1204438-015
2017.50,,1178285-005
2017.50,,1219183-009
2017.50,,1219183-010
2017.50,,1219183-011
2017.50,,1219183-012
2017.50,,1219183-013
2017.50,,1219183-014
2017.50,,1219183-015
2017.50,,1237362-557
2017.50,,1237362-560
2017.50,,1256824-013
2017.50,,1303203-009
2017.50,,1303203-010
2017.50,,1303203-011
2017.50,,1303203-012
2017.50,,1303203-013
2017.50,,1303203-014
2017.50,,1303203-015
2013.75,,1151488-005
2013.75,,1151489-005
2013.75,,1151490-005
2013.75,,1182292-010
2013.75,,1182292-011
2013.75,,1182292-012
2013.75,,1182292-013
2013.75,,1182292-014
2013.75,,1306984-011
2013.75,,1306984-012
2013.75,,1306984-013
2013.75,,1306984-014
2013.75,,1306984-015
2013.75,,1306984-016
2013.75,,1309130-011
2013.75,,1309130-012
2013.75,,1309130-013
2013.75,,1309130-014
2008.50,,1217727-005
2006.25,,1253881-010
2006.25,,1253881-011
2006.25,,1253881-012
2006.25,,1253881-013
2006.25,,1253881-014
2006.25,,1289432-011
2006.25,,1289432-012
2006.25,,1289432-013
2006.25,,1289432-014
2006.25,,1289432-015
2002.50,,1251858-009
2002.50,,1251858-010
2002.50,,1251858-011
2002.50,,1251858-012
2002.50,,1251858-013
2002.50,,1251858-014
2002.50,,1251858-015
2002.50,,1251858-016
2002.50,,1301262-010
2002.50,,1301262-011
2002.50,,1301262-012
2002.50,,1301262-013
2002.50,,1301262-014
2002.50,,1301262-015
1998.00,,1269907-011
1998.00,,1269907-012
1998.00,,1269907-013
1998.00,,1269907-015
1998.00,,1269907-016
1998.00,,1269907-017
1995.00,,1291041-005
1991.25,,1240166-010
1991.25,,1256657-011
1991.25,,1256657-012
1991.25,,1256657-013
1991.25,,1256657-014
1991.25,,1284508-011
1991.25,,1284508-012
1991.25,,1284508-013
1991.25,,1284508-014
1991.25,,1284508-015
1991.25,,1304769-005
1987.50,,1104678-666
1987.50,,1104678-670
1987.50,,1116087-005
1987.50,,1155026-009
1987.50,,1155026-010
1987.50,,1155026-011
1987.50,,1155026-012
1987.50,,1155026-013
1987.50,,1155026-014
1987.50,,1155026-015
1987.50,,1155028-009
1987.50,,1155028-010
1987.50,,1155028-011
1987.50,,1155028-012
1987.50,,1155028-013
1987.50,,1155028-014
1987.50,,1155028-015
1987.50,,1155029-009
1987.50,,1155029-010
1987.50,,1155029-011
1987.50,,1155029-012
1987.50,,1155029-013
1987.50,,1183537-009
1987.50,,1183537-010
1987.50,,1183537-011
1987.50,,1183537-012
1987.50,,1183537-013
1987.50,,1183537-014
1987.50,,1183537-015
1987.50,,1183539-009
1987.50,,1183539-010
1987.50,,1183539-011
1987.50,,1183539-012
1987.50,,1183539-013
1987.50,,1183539-014
1987.50,,1183539-015
1987.50,,1183551-009
1987.50,,1183551-010
1987.50,,1183551-011
1987.50,,1183551-012
1987.50,,1183551-013
1987.50,,1183551-014
1987.50,,1183551-015
1987.50,,1183558-009
1987.50,,1183558-010
1987.50,,1183558-011
1987.50,,1183558-012
1987.50,,1183558-013
1987.50,,1183558-014
1987.50,,1183558-015
1987.50,,1259250-005
1987.50,,1287256-010
1987.50,,1287256-011
1987.50,,1287256-012
1987.50,,1287256-013
1987.50,,1287256-014
1987.50,,1297277-010
1987.50,,1297277-011
1987.50,,1297277-012
1987.50,,1297277-013
1987.50,,1297277-014
1987.50,,1297277-015
1987.50,,1299949-2820
1987.50,,1302640-009
1987.50,,1302640-010
1987.50,,1302640-011
1987.50,,1302640-012
1987.50,,1302640-013
1987.50,,1302640-014
1987.50,,1302640-015
1983.75,,1278621-005
1983.75,,1286802-670
1983.75,,1291584-010
1983.75,,1291584-011
1983.75,,1291584-012
1983.75,,1291584-013
1983.75,,1291584-014
1983.75,,1291584-015
1980.00,,1239047-010
1980.00,,1239047-011
1980.00,,1239047-012
1980.00,,1239047-013
1980.00,,1239047-014
1980.00,,1240157-010
1980.00,,1240157-011
1980.00,,1240157-012
1980.00,,1240157-013
1980.00,,1240157-014
1977.00,,1278435-229
1977.00,,1278435-231
1976.25,,1283407-010
1976.25,,1283407-011
1976.25,,1283407-012
1976.25,,1283407-013
1976.25,,1283407-014
1976.25,,1288372-011
1976.25,,1288372-012
1976.25,,1288372-013
1976.25,,1288372-014
1976.25,,1288372-015
1976.25,,1288372-016
1976.25,,1288378-011
1976.25,,1288378-012
1976.25,,1288378-013
1976.25,,1288378-014
1976.25,,1288378-015
1972.50,,1255401-009
1972.50,,1255401-010
1972.50,,1255401-011
1972.50,,1255401-012
1972.50,,1255401-013
1972.50,,1255401-014
1972.50,,1255401-015
1968.75,,1182286-010
1968.75,,1182286-011
1968.75,,1182286-012
1968.75,,1182286-013
1968.75,,1182286-014
1965.00,,1137427-005
1965.00,,1177867-005
1965.00,,1205550-666
1965.00,,1205550-670
1953.75,,1288044-010
1953.75,,1288044-011
1953.75,,1288044-012
1953.75,,1288044-013
1953.75,,1288044-014
1953.75,,1288044-015
1953.75,,1288044-016
1950.00,,1078966-005
1950.00,,1155032-009
1950.00,,1155032-010
1950.00,,1155032-011
1950.00,,1155032-012
1950.00,,1155032-013
1950.00,,1155032-014
1950.00,,1155032-015
1950.00,,1202938-010
1950.00,,1202938-011
1950.00,,1202938-012
1950.00,,1202938-013
1950.00,,1202938-014
1950.00,,1202938-015
1950.00,,1202941-009
1950.00,,1202941-010
1950.00,,1202941-011
1950.00,,1202941-012
1950.00,,1202941-013
1950.00,,1202941-014
1950.00,,1202941-015
1950.00,,1202942-010
1950.00,,1202942-011
1950.00,,1202942-012
1950.00,,1202942-013
1950.00,,1202942-014
1950.00,,1202942-015
1950.00,,1202943-009
1950.00,,1202943-010
1950.00,,1202943-011
1950.00,,1202943-012
1950.00,,1202943-013
1950.00,,1202943-014
1950.00,,1202943-015
1950.00,,1202953-009
1950.00,,1202953-010
1950.00,,1202953-011
1950.00,,1202953-012
1950.00,,1202953-013
1950.00,,1202953-014
1950.00,,1202953-015
1950.00,,1207901-009
1950.00,,1207901-010
1950.00,,1207901-011
1950.00,,1207901-012
1950.00,,1207901-013
1950.00,,1207901-014
1950.00,,1256089-009
1950.00,,1256089-010
1950.00,,1256089-011
1950.00,,1256089-012
1950.00,,1256089-013
1950.00,,1256089-014
1950.00,,1256089-015
1950.00,,1277417-009
1950.00,,1277417-010
1950.00,,1277417-011
1950.00,,1277417-012
1950.00,,1277417-013
1950.00,,1277417-014
1950.00,,1277417-015
1950.00,,1286532-662
1950.00,,1286532-666
1950.00,,1286532-670
1950.00,,1286532-674
1950.00,,1299951-005
1946.25,,1238339-011
1946.25,,1238339-012
1946.25,,1238339-013
1946.25,,1238339-014
1946.25,,1259729-010
1946.25,,1259729-011
1946.25,,1259729-012
1946.25,,1259729-013
1946.25,,1259729-014
1946.25,,1259729-015
1946.25,,1295660-010
1946.25,,1295660-011
1946.25,,1295660-012
1946.25,,1295660-013
1946.25,,1295660-014
1946.25,,1295660-015
1946.25,,1295660-016
1946.25,,585408-005
1942.50,,1266571-010
1942.50,,1266571-011
1942.50,,1266571-012
1942.50,,1266571-013
1942.50,,1266571-014
1942.50,,1266571-015
1942.50,,1281860-024
1942.50,,1281860-025
1942.50,,1281860-027
1942.50,,1281867-010
1942.50,,1281867-011
1942.50,,1281867-012
1942.50,,1281867-013
1942.50,,1281867-014
1942.50,,1281867-015
1942.50,,1284092-009
1942.50,,1284092-010
1942.50,,1284092-011
1942.50,,1284092-012
1942.50,,1284092-013
1942.50,,1284092-014
1942.50,,1298399-010
1942.50,,1298399-011
1942.50,,1298399-012
1942.50,,1298399-013
1942.50,,1298399-014
1935.00,,1119487-005
1935.00,,1181522-005
1935.00,,1237435-024
1935.00,,1237435-160
1935.00,,1237456-024
1935.00,,1237456-160
1935.00,,1237456-650
1935.00,,1237456-654
1935.00,,1240325-011
1935.00,,1240325-012
1935.00,,1240325-013
1935.00,,1240325-014
1935.00,,1287337-010
1935.00,,1287337-011
1935.00,,1287337-012
1935.00,,1287337-013
1935.00,,1287337-014
1935.00,,1287337-015
1931.25,,1176015-005
1931.25,,1284460-012
1931.25,,1284460-013
1931.25,,1284460-014
1931.25,,1284462-011
1931.25,,1284462-012
1931.25,,1284462-013
1931.25,,1284462-014
1931.25,,1287839-005
1927.50,,1141360-662
1927.50,,1141360-666
1927.50,,1141360-670
1927.50,,1141360-672
1927.50,,1179546-654
1927.50,,1179546-658
1927.50,,1179546-662
1927.50,,1179546-666
1927.50,,1179546-670
1927.50,,1238814-654
1927.50,,1238814-658
1927.50,,1238814-666
1927.50,,1238814-670
1927.50,,1238814-674
1927.50,,1301267-009
1927.50,,1301267-010
1927.50,,1301267-011
1927.50,,1301267-012
1927.50,,1301267-013
1927.50,,1301267-014
1927.50,,1301267-015
1927.50,,1301596-010
1927.50,,1301596-011
1927.50,,1301596-012
1927.50,,1301596-013
1923.75,,1300541-010
1923.75,,1300541-011
1923.75,,1300541-012
1923.75,,1300541-013
1923.75,,1300541-014
1923.75,,1300541-015
1923.75,,1300541-016
1920.00,,1202602-005
1920.00,,1284500-011
1920.00,,1284500-012
1920.00,,1284500-013
1920.00,,1284500-014
